"area","date","municipality","use","stratum","consumption"
"U",2015-11-30,"CUMBITARA","Especial",0,436.619
"R",2015-11-30,"CUMBITARA","Especial",0,438.733
"R",2015-11-30,"POLICARPA","Residencial 1",1,471.918
"U",2015-11-30,"CUMBITARA","Comercial",0,552.571
"U",2015-11-30,"MAGUI","Comercial",0,786.807
"U",2015-11-30,"MAGUI","Especial",0,839.225
"U",2015-11-30,"BARBACOAS","Industrial",0,870.127
"U",2015-11-30,"ROBERTO PAYAN","Comercial",0,948.535
"R",2015-11-30,"LEIVA","Residencial 2",2,1049.577
"R",2015-11-30,"CUMBITARA","Comercial",0,1323.524
"U",2015-11-30,"POLICARPA","Oficial",0,1386.292
"R",2015-11-30,"LEIVA","Especial",0,1398.493
"R",2015-11-30,"POLICARPA","Comercial",0,1476.912
"R",2015-11-30,"LEIVA","Residencial 1",1,1679.324
"U",2015-11-30,"POLICARPA","Especial",0,1705.274
"U",2015-11-30,"POLICARPA","Comercial",0,1734.676
"R",2015-11-30,"POLICARPA","Residencial 2",2,1759.634
"U",2015-11-30,"LEIVA","Comercial",0,1875.057
"U",2015-11-30,"MAGUI","Oficial",0,2650.873
"R",2015-11-30,"EL ROSARIO","Residencial 2",2,2822.777
"R",2015-11-30,"EL ROSARIO","Especial",0,3251.124
"U",2015-11-30,"LEIVA","Oficial",0,3894.784
"U",2015-11-30,"POLICARPA","Residencial 2",2,4103.054
"U",2015-11-30,"LEIVA","Especial",0,4235.189
"R",2015-11-30,"POLICARPA","Especial",0,4340.82
"U",2015-11-30,"CUMBITARA","Residencial 2",2,4619.44
"U",2015-11-30,"EL ROSARIO","Oficial",0,4799.546
"U",2015-11-30,"LEIVA","Residencial 2",2,5315.97
"U",2015-11-30,"EL ROSARIO","Comercial",0,5563.015
"R",2015-11-30,"BARBACOAS","Oficial",0,5646.981
"U",2015-11-30,"CUMBITARA","Residencial 1",1,6301.911
"U",2015-11-30,"ROBERTO PAYAN","Oficial",0,6470.556
"U",2015-11-30,"EL ROSARIO","Especial",0,10154.317
"U",2015-11-30,"BARBACOAS","Oficial",0,11718.502
"U",2015-11-30,"ROBERTO PAYAN","Residencial 1",1,14027.87
"R",2015-11-30,"CUMBITARA","Residencial 1",1,15655.805
"U",2015-11-30,"EL ROSARIO","Residencial 2",2,18232.499
"R",2015-11-30,"ROBERTO PAYAN","Residencial 1",1,22658.436
"U",2015-11-30,"BARBACOAS","Residencial 2",2,22933.681
"U",2015-11-30,"MAGUI","Residencial 1",1,25633.407
"U",2015-11-30,"BARBACOAS","Comercial",0,28516.497
"U",2015-11-30,"ROBERTO PAYAN","Residencial Sub",1,43453.063
"U",2015-11-30,"BARBACOAS","Residencial Sub",1,51169.062
"R",2015-11-30,"BARBACOAS","Residencial 1",1,52674.616
"U",2015-11-30,"POLICARPA","Residencial 1",1,58918.87
"U",2015-11-30,"EL ROSARIO","Residencial 1",1,62847.243
"U",2015-11-30,"MAGUI","Residencial Sub",1,62850.935
"R",2015-11-30,"LEIVA","Residencial 1",1,72870.854
"R",2015-11-30,"EL ROSARIO","Residencial 1",1,111550.91
"U",2015-11-30,"LEIVA","Residencial 1",1,113993.86
"R",2015-11-30,"POLICARPA","Residencial 1",1,116886.05
"U",2015-11-30,"BARBACOAS","Residencial 1",1,141882.52
"U",2015-12-31,"CUMBITARA","Residencial 3",3,39.343
"U",2015-12-31,"BARBACOAS","Especial",0,63.09
"U",2015-12-31,"POLICARPA","Residencial 1",1,69.266
"R",2015-12-31,"POLICARPA","Oficial",0,115.444
"R",2015-12-31,"CUMBITARA","Residencial 1",1,122.94
"U",2015-12-31,"BARBACOAS","Residencial 3",3,155.417
"R",2015-12-31,"BARBACOAS","Especial",0,189.548
"R",2015-12-31,"BARBACOAS","Residencial 2",2,204.658
"U",2015-12-31,"POLICARPA","Residencial 3",3,227.424
"U",2015-12-31,"EL ROSARIO","Residencial 1",1,228.974
"U",2015-12-31,"ROBERTO PAYAN","Comercial",0,230.506
"R",2015-12-31,"ROBERTO PAYAN","Oficial",0,308.938
"U",2015-12-31,"CUMBITARA","Oficial",0,375.15
"R",2015-12-31,"CUMBITARA","Residencial 2",2,405.507
"R",2015-12-31,"CUMBITARA","Oficial",0,416.913
"U",2015-12-31,"CUMBITARA","Especial",0,423.474
"R",2015-12-31,"LEIVA","Comercial",0,435.169
"R",2015-12-31,"CUMBITARA","Especial",0,440.793
"U",2015-12-31,"CUMBITARA","Comercial",0,573.478
"R",2015-12-31,"POLICARPA","Residencial 1",1,617.626
"U",2015-12-31,"MAGUI","Especial",0,703.662
"R",2015-12-31,"EL ROSARIO","Comercial",0,728.312
"U",2015-12-31,"MAGUI","Comercial",0,805.908
"R",2015-12-31,"POLICARPA","Comercial",0,1011.286
"R",2015-12-31,"LEIVA","Residencial 2",2,1151.916
"R",2015-12-31,"LEIVA","Oficial",0,1216.423
"U",2015-12-31,"BARBACOAS","Industrial",0,1357.898
"R",2015-12-31,"LEIVA","Residencial 1",1,1407.898
"U",2015-12-31,"POLICARPA","Oficial",0,1431.503
"R",2015-12-31,"LEIVA","Especial",0,1478.292
"U",2015-12-31,"POLICARPA","Especial",0,1554.381
"U",2015-12-31,"MAGUI","Oficial",0,1568.295
"R",2015-12-31,"CUMBITARA","Comercial",0,1577.917
"R",2015-12-31,"POLICARPA","Residencial 2",2,1732.648
"U",2015-12-31,"LEIVA","Comercial",0,1939.058
"U",2015-12-31,"POLICARPA","Comercial",0,1948.69
"R",2015-12-31,"EL ROSARIO","Especial",0,2826.941
"R",2015-12-31,"EL ROSARIO","Residencial 2",2,3011.882
"U",2015-12-31,"LEIVA","Especial",0,3920.261
"U",2015-12-31,"POLICARPA","Residencial 2",2,3986.273
"U",2015-12-31,"LEIVA","Oficial",0,4156.497
"U",2015-12-31,"CUMBITARA","Residencial 2",2,4206.879
"U",2015-12-31,"EL ROSARIO","Oficial",0,5037.416
"U",2015-12-31,"EL ROSARIO","Comercial",0,5068.239
"U",2015-12-31,"ROBERTO PAYAN","Oficial",0,5089.451
"R",2015-12-31,"POLICARPA","Especial",0,5148.88
"U",2015-12-31,"LEIVA","Residencial 2",2,5161.225
"R",2015-12-31,"BARBACOAS","Oficial",0,5219.239
"U",2015-12-31,"CUMBITARA","Residencial 1",1,5845.489
"U",2015-12-31,"EL ROSARIO","Especial",0,10826.392
"U",2015-12-31,"ROBERTO PAYAN","Residencial 1",1,14132.334
"U",2015-12-31,"BARBACOAS","Oficial",0,15488.054
"R",2015-12-31,"ROBERTO PAYAN","Residencial 1",1,15905.274
"U",2015-12-31,"EL ROSARIO","Residencial 2",2,16289.788
"R",2015-12-31,"CUMBITARA","Residencial 1",1,16488.838
"U",2015-12-31,"MAGUI","Residencial 1",1,21295.004
"U",2015-12-31,"BARBACOAS","Residencial 2",2,23323.68
"U",2015-12-31,"BARBACOAS","Comercial",0,35347.625
"U",2015-12-31,"ROBERTO PAYAN","Residencial Sub",1,46655.479
"R",2015-12-31,"BARBACOAS","Residencial 1",1,56152.355
"U",2015-12-31,"EL ROSARIO","Residencial 1",1,59510.018
"U",2015-12-31,"MAGUI","Residencial Sub",1,60182.541
"U",2015-12-31,"POLICARPA","Residencial 1",1,60521.44
"U",2015-12-31,"BARBACOAS","Residencial Sub",1,73199.554
"R",2015-12-31,"LEIVA","Residencial 1",1,86147.354
"U",2015-12-31,"LEIVA","Residencial 1",1,107913.35
"R",2015-12-31,"EL ROSARIO","Residencial 1",1,122278.86
"R",2015-12-31,"POLICARPA","Residencial 1",1,127349.56
"U",2015-12-31,"BARBACOAS","Residencial 1",1,134414.69
"U",2016-01-31,"CUMBITARA","Residencial 1",1,30.369
"R",2016-01-31,"CUMBITARA","Residencial 1",1,48.684
"U",2016-01-31,"CUMBITARA","Residencial 3",3,64.777
"U",2016-01-31,"POLICARPA","Residencial 1",1,70.234
"U",2016-01-31,"BARBACOAS","Residencial 3",3,71.108
"U",2016-01-31,"BARBACOAS","Especial",0,75.608
"R",2016-01-31,"BARBACOAS","Comercial",0,92.803
"R",2016-01-31,"POLICARPA","Oficial",0,121.019
"U",2016-01-31,"EL ROSARIO","Residencial 1",1,164.658
"R",2016-01-31,"BARBACOAS","Residencial 2",2,198.922
"U",2016-01-31,"ROBERTO PAYAN","Comercial",0,203.059
"U",2016-01-31,"POLICARPA","Residencial 3",3,215.024
"R",2016-01-31,"BARBACOAS","Especial",0,230.668
"R",2016-01-31,"EL ROSARIO","Comercial",0,255.219
"R",2016-01-31,"CUMBITARA","Especial",0,449.821
"R",2016-01-31,"POLICARPA","Residencial 1",1,457.062
"R",2016-01-31,"LEIVA","Comercial",0,466.63
"R",2016-01-31,"CUMBITARA","Residencial 2",2,472.753
"U",2016-01-31,"CUMBITARA","Especial",0,509.929
"R",2016-01-31,"CUMBITARA","Oficial",0,512.66
"U",2016-01-31,"CUMBITARA","Oficial",0,541.567
"U",2016-01-31,"CUMBITARA","Comercial",0,898.033
"U",2016-01-31,"MAGUI","Especial",0,961.826
"R",2016-01-31,"POLICARPA","Residencial 2",2,1002.726
"U",2016-01-31,"MAGUI","Comercial",0,1056.025
"R",2016-01-31,"LEIVA","Residencial 1",1,1120.593
"R",2016-01-31,"POLICARPA","Comercial",0,1299.871
"R",2016-01-31,"CUMBITARA","Comercial",0,1321.782
"R",2016-01-31,"LEIVA","Oficial",0,1338.002
"R",2016-01-31,"LEIVA","Especial",0,1372.642
"R",2016-01-31,"LEIVA","Residencial 2",2,1376.048
"U",2016-01-31,"POLICARPA","Especial",0,1425.392
"U",2016-01-31,"POLICARPA","Oficial",0,1460.869
"U",2016-01-31,"BARBACOAS","Industrial",0,1522.994
"U",2016-01-31,"LEIVA","Comercial",0,2009.574
"U",2016-01-31,"POLICARPA","Comercial",0,2127.553
"U",2016-01-31,"MAGUI","Oficial",0,2349.026
"R",2016-01-31,"EL ROSARIO","Especial",0,2531.611
"R",2016-01-31,"EL ROSARIO","Residencial 2",2,2935.021
"U",2016-01-31,"LEIVA","Especial",0,3504.252
"U",2016-01-31,"POLICARPA","Residencial 2",2,3801.289
"R",2016-01-31,"POLICARPA","Especial",0,4626.728
"U",2016-01-31,"ROBERTO PAYAN","Oficial",0,4645.522
"U",2016-01-31,"EL ROSARIO","Oficial",0,4688.624
"U",2016-01-31,"LEIVA","Oficial",0,4799.136
"U",2016-01-31,"LEIVA","Residencial 2",2,5085.246
"U",2016-01-31,"EL ROSARIO","Comercial",0,5264.926
"U",2016-01-31,"CUMBITARA","Residencial 2",2,5988.849
"R",2016-01-31,"BARBACOAS","Oficial",0,6238.95
"U",2016-01-31,"CUMBITARA","Residencial 1",1,7892.716
"U",2016-01-31,"EL ROSARIO","Especial",0,11207.17
"U",2016-01-31,"BARBACOAS","Oficial",0,16951.707
"U",2016-01-31,"EL ROSARIO","Residencial 2",2,17240.123
"U",2016-01-31,"ROBERTO PAYAN","Residencial 1",1,18533.21
"R",2016-01-31,"CUMBITARA","Residencial 1",1,19276.344
"U",2016-01-31,"BARBACOAS","Residencial 2",2,24031.991
"R",2016-01-31,"ROBERTO PAYAN","Residencial 1",1,25167.563
"U",2016-01-31,"MAGUI","Residencial 1",1,30920.691
"U",2016-01-31,"BARBACOAS","Comercial",0,31534.17
"R",2016-01-31,"BARBACOAS","Residencial 1",1,49295.799
"U",2016-01-31,"ROBERTO PAYAN","Residencial Sub",1,50392.358
"U",2016-01-31,"POLICARPA","Residencial 1",1,61875.479
"U",2016-01-31,"EL ROSARIO","Residencial 1",1,63487.512
"U",2016-01-31,"MAGUI","Residencial Sub",1,73402.847
"R",2016-01-31,"LEIVA","Residencial 1",1,86094.276
"U",2016-01-31,"BARBACOAS","Residencial Sub",1,90438.984
"R",2016-01-31,"EL ROSARIO","Residencial 1",1,113662.77
"U",2016-01-31,"LEIVA","Residencial 1",1,119301.73
"R",2016-01-31,"POLICARPA","Residencial 1",1,128636.55
"U",2016-01-31,"BARBACOAS","Residencial 1",1,169769.39
"U",2016-02-29,"CUMBITARA","Residencial 1",1,25.23
"U",2016-02-29,"BARBACOAS","Residencial 3",3,42.944
"R",2016-02-29,"BARBACOAS","Comercial",0,46.655
"U",2016-02-29,"CUMBITARA","Residencial 3",3,53.518
"U",2016-02-29,"POLICARPA","Residencial 1",1,59.696
"U",2016-02-29,"BARBACOAS","Especial",0,77.936
"R",2016-02-29,"CUMBITARA","Alumbrado P.",0,95.567
"U",2016-02-29,"ROBERTO PAYAN","Oficial",0,104.23
"R",2016-02-29,"CUMBITARA","Residencial 1",1,109.424
"R",2016-02-29,"POLICARPA","Oficial",0,116.135
"U",2016-02-29,"EL ROSARIO","Residencial 1",1,127.804
"U",2016-02-29,"ROBERTO PAYAN","Comercial",0,128.931
"R",2016-02-29,"BARBACOAS","Residencial 2",2,146.328
"R",2016-02-29,"BARBACOAS","Especial",0,148.592
"R",2016-02-29,"LEIVA","Comercial",0,157.601
"R",2016-02-29,"CUMBITARA","Especial",0,259.179
"U",2016-02-29,"POLICARPA","Residencial 3",3,259.405
"R",2016-02-29,"EL ROSARIO","Comercial",0,264.127
"R",2016-02-29,"ROBERTO PAYAN","Oficial",0,284.426
"U",2016-02-29,"ROBERTO PAYAN","Comercial",0,334.501
"R",2016-02-29,"CUMBITARA","Oficial",0,350.541
"U",2016-02-29,"CUMBITARA","Especial",0,358.799
"R",2016-02-29,"POLICARPA","Residencial 1",1,413.528
"U",2016-02-29,"CUMBITARA","Oficial",0,462.155
"R",2016-02-29,"CUMBITARA","Residencial 2",2,485.865
"U",2016-02-29,"BARBACOAS","Industrial",0,628.272
"U",2016-02-29,"MAGUI","Especial",0,705.336
"U",2016-02-29,"CUMBITARA","Comercial",0,780.594
"U",2016-02-29,"MAGUI","Comercial",0,824.432
"R",2016-02-29,"LEIVA","Especial",0,932.474
"R",2016-02-29,"CUMBITARA","Comercial",0,1032.867
"R",2016-02-29,"POLICARPA","Residencial 2",2,1062.583
"U",2016-02-29,"POLICARPA","Especial",0,1097.974
"R",2016-02-29,"LEIVA","Residencial 1",1,1142.607
"R",2016-02-29,"POLICARPA","Comercial",0,1217.514
"R",2016-02-29,"LEIVA","Residencial 2",2,1346.174
"U",2016-02-29,"POLICARPA","Comercial",0,1595.502
"U",2016-02-29,"POLICARPA","Oficial",0,1757.752
"U",2016-02-29,"LEIVA","Comercial",0,2019.262
"U",2016-02-29,"MAGUI","Oficial",0,2207.029
"R",2016-02-29,"EL ROSARIO","Especial",0,2283.422
"R",2016-02-29,"BARBACOAS","Oficial",0,2628.737
"R",2016-02-29,"EL ROSARIO","Residencial 2",2,2722.216
"U",2016-02-29,"ROBERTO PAYAN","Residencial 1",1,2980.196
"U",2016-02-29,"LEIVA","Especial",0,3161.868
"U",2016-02-29,"ROBERTO PAYAN","Oficial",0,3257.219
"U",2016-02-29,"POLICARPA","Residencial 2",2,3753.23
"R",2016-02-29,"POLICARPA","Especial",0,4336.079
"U",2016-02-29,"EL ROSARIO","Oficial",0,4451.823
"U",2016-02-29,"LEIVA","Oficial",0,4767.428
"U",2016-02-29,"EL ROSARIO","Comercial",0,5410.349
"U",2016-02-29,"LEIVA","Residencial 2",2,5818.102
"U",2016-02-29,"CUMBITARA","Residencial 2",2,6056.73
"U",2016-02-29,"CUMBITARA","Residencial 1",1,7680.645
"U",2016-02-29,"BARBACOAS","Oficial",0,8400.585
"U",2016-02-29,"BARBACOAS","Residencial Sub",1,9197.033
"U",2016-02-29,"EL ROSARIO","Especial",0,9853.077
"U",2016-02-29,"BARBACOAS","Residencial 2",2,16083.885
"U",2016-02-29,"EL ROSARIO","Residencial 2",2,18233.179
"R",2016-02-29,"CUMBITARA","Residencial 1",1,18324.174
